8.9538,21.745
11.466,21.135
11.113,20.015
9.6674,20.342
9.6305,19.741
10.733,23.155
8.8055,19.805
9.5518,17.986
9.4483,19.408
9.8812,19.546
12.515,18.406
8.7322,20.28
8.4919,21.391
11.635,19.484
9.9454,18.704
10.627,19.264
8.9142,20.328
9.2597,19.872
10.165,18.042
9.5531,20.562
11.55,20.583
10.547,18.191
9.5433,20.165
9.3264,20.755
9.6108,20.565
10.709,19.579
10.6,20.91
10.803,18.687
8.8598,18.027
9.6246,21.01
11.133,20.109
8.5143,20.683
10.459,19.106
8.9748,21.614
10.844,19.41
9.6771,20.664
11.769,18.874
9.8041,19.003
10.668,19.093
8.8747,19.719
9.5994,20.449
10.35,21.018
7.4414,20.999
10.021,20.6
9.2737,20.588
9.5531,19.742
10.201,19.402
11.852,19.92
8.7994,20.538
9.6716,19.405
9.4351,21.672
9.5465,21.576
10.329,20.781
10.769,20.52
10.082,19.127
8.9995,17.562
9.261,19.193
10.8,18.642
9.8884,20.77
10.348,21.629
10.962,20.293
10.699,19.589
8.4769,18.99
10.849,19.452
9.4786,20.701
10.59,19.971
9.382,21.88
10.325,19.133
8.7107,17.304
11.544,20.143
8.5308,18.973
8.5266,20.528
8.9445,20.15
9.951,21.525
10.867,18.163
9.9987,20.454
10.263,20.695
9.0183,18.699
9.6472,21.061
10.501,22.219
12.253,20.2
9.4225,21.04
8.4122,20.192
8.8578,18.482
10.498,20.571
11.052,19.489
11.314,19.662
11.111,20.484
10.307,20.788
11.226,18.344
10.722,21.626
10.397,20.693
10.968,19.761
9.0523,20.965
9.2105,19.036
10.026,20.054
9.5636,20.878
9.2875,19.639
11.146,19.752
9.5922,19.12
10.732,20.287
8.2502,19.708
10.845,19.807
9.4286,21.715
7.7393,20.503
9.3818,19.435
9.7332,20.475
11.032,18.067
10.412,18.188
9.4704,19.379
10.186,19.002
9.7453,19.548
9.9305,20.848
10.831,20.331
10.692,18.165
8.4439,19.666
11.278,21.856
10.998,19.238
9.8938,17.21
9.1038,17.809
9.7894,18.761
10.21,20.693
8.5126,19.371
9.5888,20.232
10.006,19.808
10.615,19.531
10.963,21.471
11.217,18.535
11.748,18.636
9.1273,19.684
8.9522,20.922
11.338,21.14
8.5216,17.975
9.1793,20.56
11.068,19.177
8.4117,19.7
10.75,18.038
11.07,19.602
8.8909,19.108
10.838,19.222
8.2326,21.444
9.3424,21.153
9.9735,20.53
9.6993,18.78
10.348,18.758
10.158,20.291
10.867,18.036
8.8226,19.902
9.5059,19.23
11.416,20.367
10.459,18.789
10.255,19.813
9.9883,18.202
11.448,20.066
12.097,19.763
8.7625,18.253
10.243,19.799
11.259,20.098
10.429,19.099
7.321,20.806
9.2277,19.307
9.5417,18.112
9.746,19.617
11.269,19.018
12.036,19.278
10.479,18.469
10.928,20.811
11.238,18.617
9.4877,19.861
9.3115,19.702
10.14,20.528
10.54,19.008
8.8084,20.395
10.785,20.899
9.787,19.754
9.4046,19.562
11.026,20.442
10.112,19.885
9.6668,21.881
9.6752,20.126
9.651,17.929
11.004,20.688
8.224,20.667
9.5218,18.911
8.0529,19.339
10.967,20.804
8.5953,19.007
9.1719,19.419
9.0121,20.218
11.048,18.827
9.9356,20.23
9.7627,19.941
9.4091,21.741
10.839,20.432
8.5987,19.374
9.3352,20.877
10.603,19.499
8.3704,21.051
10.015,18.45
9.5239,21.04
15.41,25.329
15.604,23.635
14.578,23.789
15.737,23.884
14.921,25.733
15.315,25.716
14.335,23.214
15.75,25.123
14.924,23.377
15.782,25.021
15.725,25.399
14.038,23.031
13.715,26.33
13.978,24.932
14.063,23.794
13.908,27.436
14.157,26.917
14.926,25.384
14.26,24.804
15.96,25.995
15.322,25.885
16.135,22.576
15.441,24.085
15.643,23.557
15.57,24.48
14.033,26.107
14.291,23.498
14.913,24.556
14.828,25.673
15.835,21.993
14.705,26.487
13.939,22.901
15.345,24.884
15.261,24.763
17.487,25.137
16.392,25.684
15.589,23.446
16.072,26.228
14.753,24.965
13.247,25.176
16.119,23.811
15.128,24.951
16.597,25.347
16.007,25.108
15.848,25.474
14.655,23.774
15.879,22.745
14.606,24.906
15.271,23.884
14.936,24.889
15.325,25.362
17.345,23.554
14.856,23.209
14.599,24.035
16.316,24.126
14.326,24.774
14.965,24.715
13.766,26.017
15.32,24.851
15.515,25.737
15.569,24.733
14.996,23.691
15.612,25.706
14.51,24.264
13.273,23.413
14.443,25.476
15.802,25.595
16.504,25.457
15.92,24.251
14.443,25.02
15.349,24.212
13.911,25.114
15.601,24.543
15.413,25.687
13.476,24.803
14.689,24.518
16.637,25.201
12.997,23.71
14.344,24.781
13.428,23.824
13.949,24.466
13.346,26.083
15.369,25.231
14.064,24.554
15.098,25.391
15.63,25.288
14.679,24.593
15.628,23.738
14.788,26.795
14.712,25.05
15.342,26.647
15.98,24.953
14.657,26.236
16.647,25.595
13.756,24.993
12.875,23.399
15.226,24.262
12.679,24.649
12.102,25.983
14.838,25.912
15.114,25.275
14.581,24.924
14.64,25.514
15.454,24.456
14.522,26.028
15.119,24.278
14.581,23.523
14.515,24.872
16.752,23.506
16.881,25.31
15.18,26.254
15.796,23.597
16.254,23.316
13.415,24.756
12.58,24.915
16.185,26.165
15.045,25.32
13.558,25.427
15.69,24.223
15.732,24.984
16.892,26.06
14.783,25.697
14.791,24.739
13.861,24.68
12.415,27.403
14.29,25.381
16.138,24.378
13.919,24.567
15.232,25.169
13.518,26.364
16.45,24.722
16.278,25.162
